States,date,Total positive,Total negaitive,Total test,Total Deaths,votes_dem,votes_gop,Party Score
Michigan,Jun,7160.0,407137.0,414297.0,179464,2268193.0,2279805.0,0.9949065819225767
Michigan,Mar,18282.0,26298.0,44580.0,967,2268193.0,2279805.0,0.9949065819225767
Michigan,May,16063.0,398248.0,414311.0,148969,2268193.0,2279805.0,0.9949065819225767
Michigan,Oct,27980.0,709949.0,737929.0,144550,2268193.0,2279805.0,0.9949065819225767
Michigan,Sep,24989.0,858442.0,883431.0,207890,2268193.0,2279805.0,0.9949065819225767
Minnesota,Apr,7200.0,52414.0,59614.0,3818,1366676.0,1322891.0,1.0330979649872891
Minnesota,Aug,21401.0,272268.0,464810.0,54441,1366676.0,1322891.0,1.0330979649872891
Minnesota,Jul,18160.0,210878.0,419600.0,48459,1366676.0,1322891.0,1.0330979649872891
Minnesota,Jun,9981.0,311880.0,321861.0,39472,1366676.0,1322891.0,1.0330979649872891
Minnesota,Mar,915.0,20899.0,21814.0,47,1366676.0,1322891.0,1.0330979649872891
Minnesota,May,18206.0,183784.0,201990.0,21878,1366676.0,1322891.0,1.0330979649872891
Minnesota,Oct,26397.0,259167.0,492832.0,43914,1366676.0,1322891.0,1.0330979649872891
Minnesota,Sep,23270.0,263408.0,540441.0,59400,1366676.0,1322891.0,1.0330979649872891
Mississippi,Apr,5878.0,55988.0,61866.0,3972,462001.0,678457.0,0.6809584100392508
Mississippi,Aug,24203.0,95157.0,119360.0,64526,462001.0,678457.0,0.6809584100392508
Mississippi,Jul,31500.0,135459.0,166959.0,40931,462001.0,678457.0,0.6809584100392508
Mississippi,Jun,11746.0,103963.0,115709.0,27336,462001.0,678457.0,0.6809584100392508
Mississippi,Mar,937.0,3537.0,4474.0,88,462001.0,678457.0,0.6809584100392508
Mississippi,May,8686.0,96811.0,105497.0,15804,462001.0,678457.0,0.6809584100392508
Mississippi,Oct,13132.0,90701.0,103833.0,61827,462001.0,678457.0,0.6809584100392508
Mississippi,Sep,15240.0,147928.0,163168.0,82125,462001.0,678457.0,0.6809584100392508
Missouri,Apr,6235.0,58511.0,64881.0,5056,1054889.0,1585753.0,0.6652290741370188
Missouri,Aug,34374.0,261808.0,398436.0,45188,1054889.0,1585753.0,0.6652290741370188
Missouri,Jul,28772.0,284994.0,471477.0,35764,1054889.0,1585753.0,0.6652290741370188
Missouri,Jun,8404.0,171042.0,240564.0,27450,1054889.0,1585753.0,0.6652290741370188
Missouri,Mar,1327.0,14614.0,19166.0,96,1054889.0,1585753.0,0.6652290741370188
Missouri,May,5585.0,107289.0,99580.0,17904,1054889.0,1585753.0,0.6652290741370188
Missouri,Oct,33512.0,56727.0,449305.0,48720,1054889.0,1585753.0,0.6652290741370188
Missouri,Sep,41416.0,280014.0,553242.0,56366,1054889.0,1585753.0,0.6652290741370188
Montana,Apr,269.0,9227.0,9496.0,280,174521.0,274120.0,0.6366591273894645
Montana,Aug,3456.0,76812.0,80268.0,2566,174521.0,274120.0,0.6366591273894645
Montana,Jul,2998.0,76111.0,79109.0,1109,174521.0,274120.0,0.6366591273894645
Montana,Jun,452.0,50611.0,51063.0,581,174521.0,274120.0,0.6366591273894645
Montana,Mar,183.0,4200.0,4383.0,12,174521.0,274120.0,0.6366591273894645
Montana,May,62.0,25822.0,25884.0,502,174521.0,274120.0,0.6366591273894645
Montana,Oct,11022.0,90841.0,101863.0,4231,174521.0,274120.0,0.6366591273894645
Montana,Sep,5650.0,87270.0,92920.0,4277,174521.0,274120.0,0.6366591273894645
Nebraska,Apr,3612.0,18606.0,22218.0,866,273858.0,485819.0,0.5637037662174595
Nebraska,Aug,8280.0,82115.0,90395.0,11402,273858.0,485819.0,0.5637037662174595
Nebraska,Feb,0.0,0.0,0.0,0,273858.0,485819.0,0.5637037662174595
Nebraska,Jul,6724.0,86075.0,92799.0,9469,273858.0,485819.0,0.5637037662174595
Nebraska,Jun,5137.0,71878.0,77015.0,6926,273858.0,485819.0,0.5637037662174595
Nebraska,Mar,172.0,2914.0,3086.0,13,273858.0,485819.0,0.5637037662174595
Nebraska,May,10121.0,65700.0,75821.0,3841,273858.0,485819.0,0.5637037662174595
Nebraska,Oct,13773.0,77258.0,91031.0,10585,273858.0,485819.0,0.5637037662174595
Nebraska,Sep,10998.0,83289.0,94287.0,13519,273858.0,485819.0,0.5637037662174595
Nevada,Apr,3885.0,26307.0,30192.0,4029,537753.0,511319.0,1.0516976681875698
Nevada,Aug,21140.0,106878.0,128018.0,33381,537753.0,511319.0,1.0516976681875698
Nevada,Jul,29632.0,162703.0,192335.0,19854,537753.0,511319.0,1.0516976681875698
Nevada,Jun,9863.0,125145.0,135008.0,14008,537753.0,511319.0,1.0516976681875698
Nevada,Mar,1112.0,10667.0,11779.0,123,537753.0,511319.0,1.0516976681875698
Nevada,May,3595.0,96979.0,100574.0,10678,537753.0,511319.0,1.0516976681875698
Nevada,Oct,11519.0,41988.0,53507.0,33293,537753.0,511319.0,1.0516976681875698
Nevada,Sep,10752.0,89423.0,100175.0,44410,537753.0,511319.0,1.0516976681875698
New Hampshire,Apr,1740.0,14454.0,17623.0,1009,348521.0,345789.0,1.0079007718579827
New Hampshire,Aug,731.0,51876.0,94067.0,13146,348521.0,345789.0,1.0079007718579827
New Hampshire,Jul,784.0,39227.0,82634.0,12246,348521.0,345789.0,1.0079007718579827
New Hampshire,Jun,1215.0,46803.0,71535.0,9573,348521.0,345789.0,1.0079007718579827
New Hampshire,Mar,312.0,5403.0,6234.0,17,348521.0,345789.0,1.0079007718579827
New Hampshire,May,2491.0,45868.0,55996.0,5085,348521.0,345789.0,1.0079007718579827
New Hampshire,Oct,1480.0,39613.0,98087.0,9082,348521.0,345789.0,1.0079007718579827
New Hampshire,Sep,991.0,61806.0,117380.0,13080,348521.0,345789.0,1.0079007718579827
New Jersey,Apr,99956.0,102189.0,202145.0,102708,2021756.0,1535513.0,1.3166648540259835
New Jersey,Aug,10300.0,751289.0,761589.0,492942,2021756.0,1535513.0,1.3166648540259835
New Jersey,Jul,9993.0,663962.0,673955.0,482461,2021756.0,1535513.0,1.3166648540259835
New Jersey,Jun,11222.0,665007.0,676229.0,388821,2021756.0,1535513.0,1.3166648540259835
New Jersey,Mar,18696.0,27077.0,45773.0,1165,2021756.0,1535513.0,1.3166648540259835
New Jersey,May,41793.0,456434.0,498227.0,308935,2021756.0,1535513.0,1.3166648540259835
New Jersey,Oct,16918.0,605350.0,622268.0,323439,2021756.0,1535513.0,1.3166648540259835
New Jersey,Sep,13315.0,741799.0,755114.0,481278,2021756.0,1535513.0,1.3166648540259835
New Mexico,Apr,2932.0,49626.0,52558.0,1472,380724.0,315875.0,1.2052995647012268
New Mexico,Aug,4895.0,200401.0,205296.0,22130,380724.0,315875.0,1.2052995647012268
New Mexico,Jul,8406.0,205511.0,213917.0,17513,380724.0,315875.0,1.2052995647012268
New Mexico,Jun,4358.0,138915.0,143273.0,13155,380724.0,315875.0,1.2052995647012268
New Mexico,Mar,281.0,12177.0,12458.0,16,380724.0,315875.0,1.2052995647012268
New Mexico,May,4411.0,124951.0,129362.0,7739,380724.0,315875.0,1.2052995647012268
New Mexico,Oct,8145.0,138137.0,146282.0,18198,380724.0,315875.0,1.2052995647012268
New Mexico,Sep,3874.0,154179.0,158053.0,24979,380724.0,315875.0,1.2052995647012268
New York,Apr,228577.0,466873.0,695450.0,425198,4143874.0,2640570.0,1.569310414039393
New York,Aug,19742.0,2354054.0,2373796.0,1005469,4143874.0,2640570.0,1.569310414039393
New York,Jul,21560.0,1952739.0,1974299.0,995461,4143874.0,2640570.0,1.569310414039393
New York,Jun,22684.0,1828429.0,1851113.0,918476,4143874.0,2640570.0,1.569310414039393
New York,Mar,75789.0,129343.0,205132.0,7943,4143874.0,2640570.0,1.569310414039393
New York,May,66398.0,1096791.0,1163189.0,854088,4143874.0,2640570.0,1.569310414039393
New York,Oct,27831.0,2297571.0,2325402.0,657672,4143874.0,2640570.0,1.569310414039393
New York,Sep,23893.0,2460387.0,2484280.0,979548,4143874.0,2640570.0,1.569310414039393
North Carolina,Apr,9011.0,95919.0,104930.0,4804,2162074.0,2339603.0,0.9241200323302714
North Carolina,Aug,45165.0,453905.0,499070.0,73585,2162074.0,2339603.0,0.9241200323302714
North Carolina,Jul,57478.0,789591.0,847069.0,50375,2162074.0,2339603.0,0.9241200323302714
North Carolina,Jun,36081.0,457663.0,493744.0,34879,2162074.0,2339603.0,0.9241200323302714
North Carolina,Mar,1497.0,21608.0,23105.0,32,2162074.0,2339603.0,0.9241200323302714
North Carolina,May,18080.0,270173.0,288253.0,20390,2162074.0,2339603.0,0.9241200323302714
North Carolina,Oct,38118.0,598804.0,636922.0,75951,2162074.0,2339603.0,0.9241200323302714
North Carolina,Sep,43319.0,735380.0,778699.0,94769,2162074.0,2339603.0,0.9241200323302714
North Dakota,Apr,950.0,22262.0,24928.0,296,93526.0,216133.0,0.4327242947629469
North Dakota,Aug,5349.0,42450.0,154681.0,3967,93526.0,216133.0,0.4327242947629469
North Dakota,Jul,2887.0,44949.0,123041.0,2956,93526.0,216133.0,0.4327242947629469
North Dakota,Jun,998.0,33083.0,85809.0,2366,93526.0,216133.0,0.4327242947629469
North Dakota,Mar,117.0,4125.0,4068.0,9,93526.0,216133.0,0.4327242947629469
North Dakota,May,1509.0,43070.0,63656.0,1330,93526.0,216133.0,0.4327242947629469
North Dakota,Oct,11820.0,21260.0,132877.0,6764,93526.0,216133.0,0.4327242947629469
North Dakota,Sep,10036.0,29701.0,157297.0,5601,93526.0,216133.0,0.4327242947629469
Northern Mariana Islands,Apr,12.0,585.0,597.0,54,,,
Northern Mariana Islands,Aug,14.0,1765.0,1779.0,62,,,
Northern Mariana Islands,Jul,12.0,3532.0,3544.0,62,,,
Northern Mariana Islands,Jun,8.0,2036.0,2044.0,60,,,
